Time,Time Code,Country Name,Country Code,GDP (current US$) [NY.GDP.MKTP.CD],Households and NPISHs final consumption expenditure (% of GDP) [NE.CON.PRVT.ZS],General government final consumption expenditure (% of GDP) [NE.CON.GOVT.ZS],Gross capital formation (% of GDP) [NE.GDI.TOTL.ZS],Exports of goods and services (% of GDP) [NE.EXP.GNFS.ZS],Imports of goods and services (% of GDP) [NE.IMP.GNFS.ZS]
2014,YR2014,Cuba,CUB,80656100000,55.0882078354892,32.4067243519089,7.6113275995244,22.0838845419007,17.1902683120062
2014,YR2014,Curacao,CUW,3059406983.24022,71.0492968979182,15.656446364665,25.7891289955871,75.9321214347871,88.4276967174327
2014,YR2014,Cyprus,CYP,23225918259.9824,68.6804326927284,17.0727810804208,13.1877395604674,65.9517048728868,64.8926582065034
2014,YR2014,Czechia,CZE,210911285077.683,47.9683489527502,19.1899663567148,25.3494353917128,81.3510352122697,75.0640876146159
2014,YR2014,Denmark,DNK,352832602064.452,47.1824860532112,25.7974203785069,20.1482030437865,54.8334037514843,48.3774554736546
2014,YR2014,Djibouti,DJI,2220637966.25047,60.5084453724022,19.0422496667967,3.11518509884608,157.949327841603,140.615207979648
2014,YR2014,Dominica,DMA,572255555.555555,..,..,..,..,..
2014,YR2014,Dominican Republic,DOM,67014329099.5549,71.9545213236996,10.4971698369669,22.3946076084169,25.4069026925032,30.2532014581601
2014,YR2014,Ecuador,ECU,102717794000,59.2707666599616,14.7396467646102,24.7058907826623,31.3550366940318,30.0713399277247
2014,YR2014,"Egypt, Arab Rep.",EGY,305595408895.265,82.9389671361502,11.849765258216,13.6431924882629,14.2441314553991,22.6760563380282
2014,YR2014,El Salvador,SLV,22593470000,86.6472923371222,15.9541672881589,16.397215655674,29.5528752334192,48.5515505143743
2014,YR2014,Equatorial Guinea,GNQ,21765453081.9826,27.7769341198706,15.9663871801715,28.7093001746,65.9632885983728,38.4159100730149
2014,YR2014,Eritrea,ERI,..,..,..,..,..,..
2014,YR2014,Estonia,EST,27055689003.0038,49.8400487489185,18.4390132763221,26.727615908803,80.5897352297357,77.3642096124932
2014,YR2014,Ethiopia,ETH,55612228233.5179,70.2145250716323,9.24959184376664,37.9937253037378,11.6416199095703,29.0994642402923
2014,YR2014,Faroe Islands,FRO,2914012679.27277,48.6933499645364,28.8624746251865,21.758138283562,53.4142881600509,52.7282510333358
2014,YR2014,Fiji,FJI,4857104768.86844,65.2569996370908,19.9996227786868,20.8867790191295,52.3342755939207,58.4780304692716
2014,YR2014,Finland,FIN,273478528954.901,54.7973087853101,24.6314153166064,22.1690024531831,36.8060042262758,37.8217677491438
2014,YR2014,France,FRA,2861236112552.42,54.2096418539512,24.081442589149,21.8364708236132,30.741812901515,31.4574540364356
2014,YR2014,French Polynesia,PYF,6151996560.84289,66.4796715158732,31.3869550976386,18.9560603620347,19.704885459438,36.5275724349845
2014,YR2014,Gabon,GAB,18203966895.8433,34.4900264964714,14.8494691273466,35.1390486032907,44.5208923945675,28.9994366216762
2014,YR2014,"Gambia, The",GMB,1229461721.40861,87.4238148724684,8.83679840265619,16.6526122015212,21.8368954439609,36.4210353312654
2014,YR2014,Georgia,GEO,17966015109.3043,75.9220865645294,15.0157404955551,25.6503571653742,39.1818857575184,55.7688121808209
2014,YR2014,Germany,DEU,3965800686309.79,52.3889426732816,19.2101287363869,20.1582154450165,41.6838906996921,35.1464405712237
2014,YR2014,Ghana,GHA,54678533805.9064,71.9398984048515,8.26779337958511,27.1650663374465,28.2319021605976,35.6046602824807
2014,YR2014,Gibraltar,GIB,..,..,..,..,..,..
2014,YR2014,Greece,GRC,233911581521.062,69.5329655860989,20.7227080595732,12.136918450953,32.514999005264,33.9185692513027
2014,YR2014,Greenland,GRL,2842065708.35962,41.7045953231772,45.8403861826845,22.597956240988,38.4728230205003,48.61576076735
2014,YR2014,Grenada,GRD,911496296.296296,..,..,..,..,..
2014,YR2014,Guam,GUM,5610000000,58.1105169340463,..,..,18.8413547237077,59.5187165775401
2014,YR2014,Guatemala,GTM,57852152955.039,85.2680060975137,11.255385017847,15.0711623598602,21.7443629187412,33.3389163939621
2014,YR2014,Guinea,GIN,8778473372.82124,82.7852237631943,17.7931457653875,22.8165774180333,26.6885109662704,50.0834549289601
2014,YR2014,Guinea-Bissau,GNB,1135250721.0374,75.9214359352408,17.420044053081,20.1399364198987,16.6941209486516,30.1755373568722
2014,YR2014,Guyana,GUY,4127660151.8087,..,..,..,..,..
2014,YR2014,Haiti,HTI,15146883497.6331,96.1811633323578,7.66400253789781,16.556866327765,10.9748356235428,31.3766902836191
2014,YR2014,Honduras,HND,19756533971.8698,80.333644049504,15.3323115474268,22.1838322277385,47.5626547300206,65.4124425546899
2014,YR2014,"Hong Kong SAR, China",HKG,291459995978.893,66.494012181389,9.47856310052411,23.8224694193154,213.090413516784,212.885458218013
2014,YR2014,Hungary,HUN,141128696412.321,50.0639935028637,19.9810520498971,24.4405160787979,87.0271641102673,81.3311909761454
2014,YR2014,Iceland,ISL,17867662177.8911,52.2798323365547,24.1239060164934,17.2236575910551,51.5190979483341,45.1464939403677
2014,YR2014,India,IND,2039126479154.52,58.1277171013104,10.4408568081213,34.2678056268836,22.9679630081172,25.9542227389497
2014,YR2014,Indonesia,IDN,890814755533.537,57.1391165860159,9.4250257185865,34.6003439149803,23.6659845969367,24.414190988586
2014,YR2014,"Iran, Islamic Rep.",IRN,462284793280.825,47.3489294074271,12.8201259776576,36.9396571448965,22.8306723891643,22.5207477521518
2014,YR2014,Iraq,IRQ,228415656174.957,42.0663002657086,18.0026366207318,18.2159749362255,38.9417264514779,30.0407604054258
2014,YR2014,Ireland,IRL,266787238499.03,41.6030922324864,15.9698382433587,21.911656975326,110.323371612236,91.3315883095641
2014,YR2014,Isle of Man,IMN,7708454412.32126,..,..,..,..,..
2014,YR2014,Israel,ISR,315017088116.716,53.5959092598189,21.9318746180128,22.8773413865491,31.4890595862987,30.2242945297015
2014,YR2014,Italy,ITA,2173255507985.84,60.2926319298952,19.437905453041,17.0766736026264,28.6224027363532,25.83212719685
2014,YR2014,Jamaica,JAM,13899217679.9219,85.2396681243891,14.5182933037941,22.4737872615852,31.2546249666808,53.4863736564492
2014,YR2014,Japan,JPN,4896994405353.29,57.6315845269279,19.9261773555302,25.0363619892408,17.4186553484795,20.0127792201784
2014,YR2014,Jordan,JOR,36847643521.1268,81.6418520069025,18.2212045749756,25.8085951940917,42.1339077050464,67.8048978299753
2014,YR2014,Kazakhstan,KAZ,221415613595.469,48.4825043206591,10.6896762840233,25.7902472414133,39.3417580907293,25.6302765606214
2014,YR2014,Kenya,KEN,68285796514.2896,76.068046506941,11.7424945888753,24.9507189987733,16.4728044658123,29.6976848964037
2014,YR2014,Kiribati,KIR,200287281.98074,89.6884801520132,63.9068226343696,28.6593579496587,12.0327393556813,92.1552284000319
2014,YR2014,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..
2014,YR2014,"Korea, Rep.",KOR,1484488526271.8,49.9359055936582,15.2252223373693,29.7904786327772,47.8314208662979,42.7830210318588
2014,YR2014,Kosovo,XKX,7074394734.88431,88.5891613201267,13.5871191030395,27.8460008694681,23.5268854358467,53.5491667284809
2014,YR2014,Kuwait,KWT,162650450784.686,28.9804680785279,17.7554132669606,16.2902579889231,68.5055250842207,31.5316646961427
2014,YR2014,Kyrgyz Republic,KGZ,7468102412.68237,95.9988170524141,17.4733337659161,36.7567270785188,37.4486515894922,87.6775294863412
2014,YR2014,Lao PDR,LAO,13279245886.3854,72.5687449323944,15.1805486591378,29.8013514004447,40.7545466511497,58.3051916421903
2014,YR2014,Latvia,LVA,30277203767.4058,63.518140558974,18.4883353835292,24.6659475075256,63.5721016274102,66.4701506175488
2014,YR2014,Lebanon,LBN,48095213746.6003,94.5916670435709,12.7459654094194,24.9671951418081,23.7561644984684,56.0609920940944
2014,YR2014,Lesotho,LSO,2441063054.05792,77.0581448654934,38.8381215630779,34.0968182808394,38.1496953255837,88.1427800349944
2014,YR2014,Liberia,LBR,3225652000,..,..,..,..,..
2014,YR2014,Libya,LBY,57372355592.022,43.177257204383,42.6473992715138,26.2237211424,32.2383210024013,44.2865616357103
2014,YR2014,Liechtenstein,LIE,6657526979.72277,..,..,..,..,..
2014,YR2014,Lithuania,LTU,48306546656.9281,62.2356652457892,16.691874395721,20.3004773754029,72.6102123944686,70.6799033862253
2014,YR2014,Luxembourg,LUX,68804811897.6445,32.7186280357933,16.0514535620466,19.0935867595733,182.782592419634,150.646260777047
2014,YR2014,"Macao SAR, China",MAC,54902831793.5018,20.4583185106131,7.09803063058132,19.7963130193653,85.641344899616,32.9940070601757
2014,YR2014,North Macedonia,MKD,11362265252.778,69.8046551472525,17.1123379786252,30.2952252615938,47.6628552909135,64.8750736783851
2014,YR2014,Madagascar,MDG,12522957399.2281,73.1149315612814,15.8000024612157,16.4906896468032,28.2819119746319,33.6875202364915
2014,YR2014,Malawi,MWI,8801326169.14547,..,..,..,..,..
2014,YR2014,Malaysia,MYS,338066095097.254,52.4188774297456,13.3287480692634,24.9776084262813,73.7934986257765,64.5187325510668
2014,YR2014,Maldives,MDV,3697353039.20043,36.7385181777544,18.7912983557095,27.8611798197388,91.2941274036136,74.6851237568163
2014,YR2014,Mali,MLI,16943434590.8343,72.9811608425185,14.2339850142266,26.0263902631144,19.1269574410873,32.3684935597515
2014,YR2014,Malta,MLT,11888032861.804,53.6740687934606,17.8589484361502,15.9077736680181,96.9295795323421,84.3709872962207
2014,YR2014,Marshall Islands,MHL,186000000,76.9138709677419,53.0808064516129,20.4606989247312,49.6209139784946,100.232580645161
2014,YR2014,Mauritania,MRT,6592537781.81518,61.4016653588719,13.6335849710832,41.7967195897633,37.3892007219428,54.2211706416612
2014,YR2014,Mauritius,MUS,13074129952.0532,72.9344999762708,14.3446625586048,19.0687671568199,52.5246596111912,58.0650479204498
2014,YR2014,Mexico,MEX,1364507717764.6,70.8084071858508,11.7538929130766,22.2932759775507,31.4629921965186,32.6354168315349
2014,YR2014,"Micronesia, Fed. Sts.",FSM,319271200,..,..,..,31.8284267419047,74.0315443422395
2014,YR2014,Moldova,MDA,9402090137.7423,93.4818629647981,13.9079312251112,23.7825706600568,31.5279635595633,62.7003284095294
2014,YR2014,Monaco,MCO,7070017323.65476,..,..,..,..,..
2014,YR2014,Mongolia,MNG,12226514668.0622,56.6320068417376,13.0170100980658,35.1752976434075,52.2489986942277,57.0733131829592
2014,YR2014,Montenegro,MNE,4593853290.963,80.2460552898533,19.3727620229722,20.2213930794275,40.143704803058,59.9839151953109
2014,YR2014,Morocco,MAR,119130841411.664,61.7482180908958,19.1051211538423,30.7742542343433,30.1329866374292,41.7605801165106
2014,YR2014,Mozambique,MOZ,17978246586.0662,71.0508307506649,26.0847751395686,53.6431747577994,32.7890372970921,83.567817945125
2014,YR2014,Myanmar,MMR,65531374199.6663,..,..,..,..,..
2014,YR2014,Namibia,NAM,12435430969.6301,62.542355759234,27.7268888440133,34.7765509650404,39.017085209178,64.0630518000757
2014,YR2014,Nauru,NRU,98752257.0453222,..,..,..,99.4723551440346,98.5427069651184
2014,YR2014,Nepal,NPL,22731612922.1906,82.6341413257643,8.00114144403982,30.9860882268693,10.124042118155,35.8585994934377
2014,YR2014,Netherlands,NLD,901556501756.467,44.8322863664428,25.4138134792751,17.7066341303839,81.3822615368973,70.3336295196036
2014,YR2014,New Caledonia,NCL,10635035594.7528,62.7524770094788,23.4297617988349,35.603196951695,18.5861810873195,40.3716168473283
2014,YR2014,New Zealand,NZL,201518402787.38,57.373094513764,18.7562006775977,23.059728219927,27.9544041792052,27.1442509169799
2014,YR2014,Nicaragua,NIC,11880438824.4494,73.5231277492308,14.2795824550978,28.8793454871994,45.008072249634,61.6901279411621
2014,YR2014,Niger,NER,10862943543.5419,64.8006859889277,17.9391046614083,31.1100819925506,15.945862927875,29.7957379087183
2014,YR2014,Nigeria,NGA,574183763411.508,..,..,..,..,..
2014,YR2014,Northern Mariana Islands,MNP,832000000,63.1009615384615,..,..,52.5240384615385,67.3076923076923
2014,YR2014,Norway,NOR,501736471832.848,40.7493130443143,21.7227596135843,27.2099921057026,39.7276720425482,29.4097051783555
2014,YR2014,Oman,OMN,92699089726.9181,29.1612892365358,21.6155857564501,28.6217693334979,61.4401786616091,40.8385424265209
2014,YR2014,Pakistan,PAK,271390474857.632,82.1449510005252,10.0273769947252,14.9075542099846,11.1949717426146,18.2748539477852
2014,YR2014,Palau,PLW,243156500,79.3637019779442,36.0754493505212,32.7735840909044,53.8142718783993,87.3571958800197
2014,YR2014,Panama,PAN,51427104900,52.0001426329562,9.61762053224194,43.5746774849074,54.8890820412486,60.0815228858041
2014,YR2014,Papua New Guinea,PNG,23210823987.308,..,..,..,..,..
2014,YR2014,Paraguay,PRY,40377929295.6419,63.9472489944122,11.5488457611573,22.6588064100185,35.4644118987732,33.6193130643613
2014,YR2014,Peru,PER,200786250582.943,64.5709694565829,12.4020903759554,24.6661205071214,22.6069703758151,24.2461507154749
2014,YR2014,Philippines,PHL,297483555338.044,71.2740205854372,10.5611726821726,20.9239704373705,27.3545041909285,30.113667896666
2014,YR2014,Poland,POL,542134167178.627,60.5273698459523,18.2380268801328,20.8272789201168,46.2206720325579,45.8133476787599
2014,YR2014,Portugal,PRT,230078616299.675,66.0845111732681,18.3843383966832,15.3444039472278,40.1850905816292,40.0355784904498
2014,YR2014,Puerto Rico (US),PRI,102445800000,60.4216083040984,10.769206741516,8.94121574530142,60.8216247030137,41.5638318017918
2014,YR2014,Qatar,QAT,206224598571.429,15.7809126901424,15.4671530356713,31.7900727516147,67.9981181320016,31.0362566094301
2014,YR2014,Romania,ROU,199722319675.741,61.01766319582,14.1783362360873,25.2257196462876,41.4767119396626,41.8984310178575
2014,YR2014,Russian Federation,RUS,2059241589895.01,53.7630013918765,18.0273313931418,22.3908642287739,27.1110970517525,20.6902442110591
2014,YR2014,Rwanda,RWA,8238966119.55292,78.6549320062797,14.2814464949749,23.2290320311828,13.8686615802081,30.0340721108669
2014,YR2014,Samoa,WSM,796683519.593842,73.409761742713,15.8878182440943,37.3331843934814,27.5922586728551,52.9085153712304
2014,YR2014,San Marino,SMR,1673911426.17254,..,..,..,..,..
2014,YR2014,Sao Tome and Principe,STP,293119143.246825,..,..,..,..,..
2014,YR2014,Saudi Arabia,SAU,787153066666.667,33.6804294564988,25.5951913122192,28.5328325808043,45.0958458227862,32.9042652949498
2014,YR2014,Senegal,SEN,19797253440.2679,74.2705272071037,14.7346215191571,25.8807867671935,21.7782967413225,36.6642322347768
2014,YR2014,Serbia,SRB,49114321280.3466,71.4037512079492,19.8535654361421,16.4778532272023,40.3231673794274,48.0583349476172
2014,YR2014,Seychelles,SYC,1387577870.08161,64.0368131373494,21.9007338679485,29.0548988749451,99.180749158294,114.173720268192
2014,YR2014,Sierra Leone,SLE,7686138790.90872,90.1552829907348,5.09056223969131,15.982290990834,20.2143907149836,30.9043865638971
2014,YR2014,Singapore,SGP,314863580758.455,37.5843813189642,9.6310320219758,29.4300082792766,191.953535787505,168.513783378732
2014,YR2014,Sint Maarten (Dutch part),SXM,1361811508.37989,..,..,..,..,..
2014,YR2014,Slovak Republic,SVK,101713075598.862,54.8625524572799,18.3081999887673,22.7798159146212,90.4400089861459,86.3163071119859
2014,YR2014,Slovenia,SVN,49514466379.6057,55.5202760542498,19.0721509937972,19.7452653119649,76.6524478122161,69.8192572845302
2014,YR2014,Solomon Islands,SLB,1335571420.72676,63.8741967249728,30.5188674456616,12.6371785630894,42.3367816208643,51.1172248560958
2014,YR2014,Somalia,SOM,5728399719.99958,124.394532649681,5.57031501984449,13.4104063533751,19.1628937165159,62.5381477394163
2014,YR2014,South Africa,ZAF,381198869776.106,63.6963101332591,19.3140625940978,18.4879638168327,29.0006193033471,30.4989547517121
2014,YR2014,South Sudan,SSD,13962212847.4576,..,..,7.9945088302124,38.3916172930278,26.2429005140531
2014,YR2014,Spain,ESP,1380244561361.96,58.9741171125821,19.5517778062253,18.1481477916625,33.2193399291014,30.1799222098486
2014,YR2014,Sri Lanka,LKA,82528535713.926,..,..,..,..,..
2014,YR2014,St. Kitts and Nevis,KNA,952111111.111111,..,..,..,..,..
2014,YR2014,St. Lucia,LCA,1749185185.18518,..,..,..,..,..
2014,YR2014,St. Martin (French part),MAF,772921756.347188,..,..,..,..,..
2014,YR2014,St. Vincent and the Grenadines,VCT,770900000,..,..,..,..,..
2014,YR2014,Sudan,SDN,49516748617.9775,86.1595660480174,6.08247265963609,15.0415341466529,7.60891112283276,13.2361978812986
2014,YR2014,Suriname,SUR,5240606060.60606,..,..,..,..,..
2014,YR2014,Eswatini,SWZ,4286015248.24891,61.609011471614,19.7338730434494,19.6355786332268,45.3106283886811,46.2890915369713
2014,YR2014,Sweden,SWE,577730245154.162,47.1558144281468,26.2754867127366,22.8641392361599,43.4579909644641,40.3646558011829
2014,YR2014,Switzerland,CHE,726537809429.524,52.5040505379678,11.4816364557243,25.553196003641,65.3372700235326,54.876153171102
2014,YR2014,Syrian Arab Republic,SYR,21502061465.9498,112.372637458513,19.6239364160388,..,7.01577957147438,47.2486429496201
2014,YR2014,Tajikistan,TJK,9112605459.32845,103.169082168551,14.0398407791244,26.5156987249439,9.17009118973376,45.4370684156367
2014,YR2014,Tanzania,TZA,49986726460.6805,65.5501372049915,9.86779141018669,37.6539665632561,18.0692092760813,27.2868130672252
2014,YR2014,Thailand,THA,407339040197.651,52.5962139645468,16.9163611055347,23.9190195478501,68.3941351612178,62.5113602831802
2014,YR2014,Timor-Leste,TLS,1447535200,64.7785905309937,65.666182072809,43.1474067090044,4.57179901393762,78.1639783267447
2014,YR2014,Togo,TGO,6393318261.82712,78.7429859646003,12.0641263503212,22.376827509449,28.3375647623348,41.5861819210567
2014,YR2014,Tonga,TON,440997734.928723,93.1880162517967,20.1340703163475,22.1074634544778,16.9270405834471,57.8033848901132
2014,YR2014,Trinidad and Tobago,TTO,29474180442.0125,..,..,18.1764511221107,..,..
2014,YR2014,Tunisia,TUN,50271812920.612,69.0199331655442,17.3282152950605,23.8646110150307,42.947465118132,53.159638737738
2014,YR2014,Turkiye,TUR,938934609296.966,60.3677746444678,14.0199797535656,28.9674633636774,25.2055416974053,28.560759468849
2014,YR2014,Turkmenistan,TKM,43524210526.3158,..,6.58395408081004,..,46.7801747766921,44.313308180968
2014,YR2014,Turks and Caicos Islands,TCA,841700000,..,..,..,..,..
2014,YR2014,Tuvalu,TUV,38760982.6540096,..,..,..,..,..
2014,YR2014,Uganda,UGA,32612397257.4458,69.0258741056487,7.42890180380585,26.853454663727,14.9482109075764,21.0661901743321
2014,YR2014,Ukraine,UKR,133503871861.723,71.4435870856347,18.6657760497569,13.3964957165318,48.5929618158503,52.0988206677736
2014,YR2014,United Arab Emirates,ARE,414105366752.893,35.8393383129935,10.6423158320926,22.7007895581753,97.2525706492064,66.4350143524677
2014,YR2014,United Kingdom,GBR,3064708247921.43,64.358442406339,19.8662130861835,17.7177191688224,28.5762147291242,30.518589390469
2014,YR2014,United States,USA,17608138000000,67.4372838286479,14.5516578754664,20.9011935276745,13.5082142132235,16.3983551242045
2014,YR2014,Uruguay,URY,61496186973.902,67.1030955325063,13.6963930072559,21.2028122395297,23.5426616139817,25.5449624492357
2014,YR2014,Uzbekistan,UZB,80845385809.4529,63.3172624150361,13.2451945912566,27.9591702320373,16.0454807275169,20.3115739373955
2014,YR2014,Vanuatu,VUT,773717010.546445,68.49519345991,13.8910340052725,24.223098021463,51.3341144515751,53.8652038452321
2014,YR2014,"Venezuela, RB",VEN,482359318767.703,75.2896022324121,14.603353775764,24.8102028168,16.6938273502942,31.3969861752704
2014,YR2014,Viet Nam,VNM,233451469642.519,57.0171078816492,10.3174617549851,30.2890267860991,69.5985759502054,65.8119455041556
2014,YR2014,Virgin Islands (U.S.),VIR,3565000000,69.929873772791,29.3969144460028,..,78.3730715287518,85.9186535764376
2014,YR2014,West Bank and Gaza,PSE,13989700000,89.179896638241,25.1842426928383,22.528717556488,15.8230698299463,51.9167673359686
2014,YR2014,"Yemen, Rep.",YEM,43228585321.3737,86.5948822351839,11.9817330972498,..,21.4840870790622,26.7589534340245
2014,YR2014,Zambia,ZMB,27141023558.0829,45.0178395479279,14.5238685926023,34.0692641856177,38.8222899319378,37.3712097956936
2014,YR2014,Zimbabwe,ZWE,19495547522.9895,83.6123144754044,19.5598677296147,9.63958883391864,20.929994104227,33.7417651431647
2014,YR2014,World,WLD,80247427618833.9,56.4327614592763,16.8836570539936,25.7723340371602,29.6831265581401,28.9487294136183
2015,YR2015,Afghanistan,AFG,19134221644.7325,..,..,..,..,..
2015,YR2015,Albania,ALB,11470171826.9575,77.6277561747814,11.6995817212428,27.8134648405134,27.0693224620319,44.2101251985694
2015,YR2015,Algeria,DZA,187493855609.345,39.8442610251324,20.5244656437501,51.779612559441,20.5281416810455,32.676480909369
2015,YR2015,American Samoa,ASM,673000000,68.3506686478455,..,..,63.5958395245171,98.8112927191679
